patient_id,dose,viability,log_dose
ACH-000956,0.0625,0.8563600162469069,-2.772588722239781
ACH-000956,0.015625,0.7969437321450888,-4.1588830833596715
ACH-000956,0.00390625,0.8369806997708803,-5.545177444479562
ACH-000988,1.0,0.4773720566333095,0.0
ACH-000988,0.25,0.5079384170330594,-1.3862943611198906
ACH-000988,0.0625,0.6288655177207056,-2.772588722239781
ACH-000988,0.015625,0.7678705519714146,-4.1588830833596715
ACH-000988,0.00390625,0.806072598894078,-5.545177444479562
ACH-000200,1.0,0.4547458926514043,0.0
ACH-000200,0.25,0.5296368332641223,-1.3862943611198906
ACH-000200,0.0625,0.6635073639352881,-2.772588722239781
ACH-000200,0.015625,0.6066973691409743,-4.1588830833596715
ACH-000200,0.00390625,0.6068939332895641,-5.545177444479562
ACH-000007,1.0,0.1091070854080993,0.0
ACH-000007,0.25,0.1864092606464465,-1.3862943611198906
ACH-000007,0.0625,0.3302264144141486,-2.772588722239781
ACH-000007,0.015625,0.5562307137781911,-4.1588830833596715
ACH-000007,0.00390625,0.8578603221857941,-5.545177444479562
ACH-000890,1.0,0.3228549684444719,0.0
ACH-000890,0.25,0.3320865482318925,-1.3862943611198906
ACH-000890,0.0625,0.3627486035211997,-2.772588722239781
ACH-000890,0.015625,0.3667870665010466,-4.1588830833596715
ACH-000890,0.00390625,0.4956838547564466,-5.545177444479562
ACH-001274,1.0,0.3979191685139966,0.0
ACH-001274,0.25,0.4791475053610289,-1.3862943611198906
ACH-001274,0.0625,0.4925492765865809,-2.772588722239781
ACH-001274,0.015625,0.5015906525515809,-4.1588830833596715
ACH-001274,0.00390625,0.5650557398535768,-5.545177444479562
ACH-002147,1.0,0.2034730152966307,0.0
ACH-002147,0.25,0.2455345152536897,-1.3862943611198906
ACH-002147,0.0625,0.2461712287026038,-2.772588722239781
ACH-002147,0.015625,0.2807155523286074,-4.1588830833596715
ACH-002147,0.00390625,0.298514428649166,-5.545177444479562
ACH-000052,1.0,0.6309536459775643,0.0
ACH-000052,0.25,0.6375891098785716,-1.3862943611198906
