patient_id,dose,viability,log_dose
ACH-000812,0.0625,0.3582235301817512,-2.772588722239781
ACH-000812,0.015625,0.5960664054028385,-4.1588830833596715
ACH-000812,0.00390625,0.4284554409748832,-5.545177444479562
ACH-000552,1.0,0.1200326189595409,0.0
ACH-000552,0.25,0.0685371123612641,-1.3862943611198906
ACH-000552,0.0625,0.1289418249896753,-2.772588722239781
ACH-000552,0.015625,0.1215043707769844,-4.1588830833596715
ACH-000552,0.00390625,0.1677616374789926,-5.545177444479562
ACH-000304,1.0,0.1573617830713626,0.0
ACH-000304,0.25,0.3286861507562021,-1.3862943611198906
ACH-000304,0.0625,0.3660830838740488,-2.772588722239781
ACH-000304,0.015625,0.4529469534719528,-4.1588830833596715
ACH-000304,0.00390625,0.6267573639236664,-5.545177444479562
ACH-001306,1.0,0.3562502036821717,0.0
ACH-001306,0.25,0.3884660833831382,-1.3862943611198906
ACH-001306,0.0625,0.4542990325617266,-2.772588722239781
ACH-001306,0.015625,0.4928822861330019,-4.1588830833596715
ACH-001306,0.00390625,0.4806368062980035,-5.545177444479562
ACH-000219,1.0,0.1162242259915505,0.0
ACH-000219,0.25,0.1408865628349833,-1.3862943611198906
ACH-000219,0.0625,0.0909111545494671,-2.772588722239781
ACH-000219,0.015625,0.1158080585156693,-4.1588830833596715
ACH-000219,0.00390625,0.2254114383000189,-5.545177444479562
ACH-002206,1.0,0.461706315449629,0.0
ACH-002206,0.25,0.5185337072706107,-1.3862943611198906
ACH-002206,0.0625,0.5473814454948686,-2.772588722239781
ACH-002206,0.015625,0.5213469444894712,-4.1588830833596715
ACH-002206,0.00390625,0.6193038644501929,-5.545177444479562
ACH-000943,1.0,0.2616601646653304,0.0
ACH-000943,0.25,0.2717442769899402,-1.3862943611198906
ACH-000943,0.0625,0.4555943359997003,-2.772588722239781
ACH-000943,0.015625,0.6429269075139095,-4.1588830833596715
ACH-000943,0.00390625,0.6882426565631966,-5.545177444479562
ACH-000580,1.0,0.1872314757138245,0.0
ACH-000580,0.25,0.188410387393883,-1.3862943611198906
ACH-000580,0.0625,0.2185463172153789,-2.772588722239781
ACH-000580,0.015625,0.2614046689175062,-4.1588830833596715
ACH-000580,0.00390625,0.3845272575036174,-5.545177444479562
ACH-002162,1.0,0.1179458644685027,0.0
ACH-002162,0.25,0.1059440641984622,-1.3862943611198906
ACH-002162,0.0625,0.0608692826766654,-2.772588722239781
ACH-002162,0.015625,0.104721545795321,-4.1588830833596715
ACH-002162,0.00390625,0.0919074409384757,-5.545177444479562
ACH-000327,1.0,0.5746201248472924,0.0
ACH-000327,0.25,0.5759706472398738,-1.3862943611198906
ACH-000327,0.0625,0.6066937903821362,-2.772588722239781
ACH-000327,0.015625,0.9283440344079096,-4.1588830833596715
ACH-000327,0.00390625,0.7828885523444186,-5.545177444479562
ACH-000906,1.0,0.1532922103510948,0.0
ACH-000906,0.25,0.2560340255544143,-1.3862943611198906
ACH-000906,0.0625,0.2881638516334661,-2.772588722239781
ACH-000906,0.015625,0.3209550288044735,-4.1588830833596715
ACH-000906,0.00390625,0.361368032968732,-5.545177444479562
ACH-000955,1.0,0.3510073213966189,0.0
ACH-000955,0.25,0.3609836708541755,-1.3862943611198906
ACH-000955,0.0625,0.3818122526855859,-2.772588722239781
ACH-000955,0.015625,0.4484944888107257,-4.1588830833596715
ACH-000955,0.00390625,0.4913342020128718,-5.545177444479562
ACH-000423,1.0,0.4114926321478245,0.0
ACH-000423,0.25,0.3454841121533576,-1.3862943611198906
ACH-000423,0.0625,0.4421949509581635,-2.772588722239781
ACH-000423,0.015625,0.4454474528554067,-4.1588830833596715
ACH-000423,0.00390625,0.4388608592666153,-5.545177444479562
ACH-000580,1.0,0.1991358124426418,0.0
ACH-000580,0.25,0.2258645757597021,-1.3862943611198906
ACH-000580,0.0625,0.2395984867381234,-2.772588722239781
ACH-000580,0.015625,0.258795141790169,-4.1588830833596715
ACH-000580,0.00390625,0.300374266371279,-5.545177444479562
ACH-000827,1.0,0.3377279730981342,0.0
ACH-000827,0.25,0.48932093036056,-1.3862943611198906
ACH-000827,0.0625,0.460023477539242,-2.772588722239781
ACH-000827,0.015625,0.5175595022604421,-4.1588830833596715
ACH-000827,0.00390625,0.4634884294653273,-5.545177444479562
ACH-000957,1.0,0.451828424155121,0.0
ACH-000957,0.25,0.4397274855161057,-1.3862943611198906
ACH-000957,0.0625,0.3649849339784125,-2.772588722239781
ACH-000957,0.015625,0.5017097391411598,-4.1588830833596715
ACH-000957,0.00390625,0.6603373507897162,-5.545177444479562
ACH-002166,1.0,0.3036371640818744,0.0
ACH-002166,0.25,0.3023882009995029,-1.3862943611198906
ACH-002166,0.0625,0.3149830685273807,-2.772588722239781
ACH-002166,0.015625,0.3149171510313667,-4.1588830833596715
ACH-002166,0.00390625,0.3453895373466343,-5.545177444479562
ACH-000219,1.0,0.1128793906409941,0.0
ACH-000219,0.25,0.1067288161944871,-1.3862943611198906
ACH-000219,0.0625,0.1332875354778012,-2.772588722239781
ACH-000219,0.015625,0.1311942834587675,-4.1588830833596715
ACH-000219,0.00390625,0.1314976902678601,-5.545177444479562
ACH-000552,1.0,0.2313057516659009,0.0
ACH-000552,0.25,0.235907982699149,-1.3862943611198906
ACH-000552,0.0625,0.2671113776722337,-2.772588722239781
ACH-000552,0.015625,0.2590168409288783,-4.1588830833596715
ACH-000552,0.00390625,0.2847210814849337,-5.545177444479562
ACH-000219,1.0,0.1009372606309387,0.0
ACH-000219,0.25,0.1136324310817496,-1.3862943611198906
ACH-000219,0.0625,0.1266627649765743,-2.772588722239781
ACH-000219,0.015625,0.1396212781333961,-4.1588830833596715
ACH-000219,0.00390625,0.131178921382904,-5.545177444479562
ACH-000219,1.0,0.1145442279547368,0.0
ACH-000219,0.25,0.119867595331724,-1.3862943611198906
ACH-000219,0.0625,0.1227152518609249,-2.772588722239781
ACH-000219,0.015625,0.1139299285261563,-4.1588830833596715
ACH-000219,0.00390625,0.1505716271818871,-5.545177444479562
ACH-000552,1.0,0.2212633752904947,0.0
ACH-000552,0.25,0.2635063183032019,-1.3862943611198906
ACH-000552,0.0625,0.2408229148158735,-2.772588722239781
ACH-000552,0.015625,0.2697655239881369,-4.1588830833596715
ACH-000552,0.00390625,0.3466349590861159,-5.545177444479562
ACH-000805,1.0,0.1833722357847866,0.0
ACH-000805,0.25,0.1876490680892815,-1.3862943611198906
ACH-000805,0.0625,0.2153462059916522,-2.772588722239781
ACH-000805,0.015625,0.2135099573391788,-4.1588830833596715
ACH-000805,0.00390625,0.2347639544002125,-5.545177444479562
ACH-000552,1.0,0.2578273793138534,0.0
ACH-000552,0.25,0.253166444655214,-1.3862943611198906
ACH-000552,0.0625,0.2968417090553406,-2.772588722239781
ACH-000552,0.015625,0.3197038568147835,-4.1588830833596715
ACH-000552,0.00390625,0.3932778010450748,-5.545177444479562
ACH-000269,1.0,0.943454502517057,0.0
ACH-000269,0.25,0.953215345976724,-1.3862943611198906
ACH-000269,0.0625,1.0,-2.772588722239781
ACH-000269,0.015625,0.973447695574324,-4.1588830833596715
ACH-000269,0.00390625,0.96756277091295,-5.545177444479562
ACH-000580,1.0,0.0981937869245485,0.0
ACH-000580,0.25,0.1055570018725521,-1.3862943611198906
ACH-000580,0.0625,0.1308323740774437,-2.772588722239781
ACH-000580,0.015625,0.154254847908429,-4.1588830833596715
ACH-000580,0.00390625,0.2063488679873405,-5.545177444479562
ACH-000580,1.0,0.0891201383780489,0.0
ACH-000580,0.25,0.1206974234725176,-1.3862943611198906
ACH-000580,0.0625,0.1180310550423435,-2.772588722239781
ACH-000580,0.015625,0.1365227700256735,-4.1588830833596715
ACH-000580,0.00390625,0.2004351003368628,-5.545177444479562
ACH-000580,1.0,0.1019123967583272,0.0
ACH-000580,0.25,0.1190459662394568,-1.3862943611198906
ACH-000580,0.0625,0.1262313989817534,-2.772588722239781
ACH-000580,0.015625,0.1417770142526998,-4.1588830833596715
ACH-000580,0.00390625,0.2019174767303498,-5.545177444479562
ACH-000750,1.0,0.0359346853669262,0.0
ACH-000750,0.25,0.0412694808293863,-1.3862943611198906
ACH-000750,0.0625,0.1728799309266025,-2.772588722239781
ACH-000750,0.015625,0.1955371210671683,-4.1588830833596715
ACH-000750,0.00390625,0.2946241475332455,-5.545177444479562
ACH-000579,1.0,0.198683596679798,0.0
ACH-000579,0.25,0.2191356313237449,-1.3862943611198906
ACH-000579,0.0625,0.2173850031837267,-2.772588722239781
ACH-000579,0.015625,0.2226273646945879,-4.1588830833596715
ACH-000579,0.00390625,0.2141853056948088,-5.545177444479562
ACH-002159,1.0,0.1504343134015363,0.0
ACH-002159,0.25,0.1701069740157784,-1.3862943611198906
ACH-002159,0.0625,0.1860191197123838,-2.772588722239781
ACH-002159,0.015625,0.1973442465918225,-4.1588830833596715
ACH-002159,0.00390625,0.2030363836174008,-5.545177444479562
ACH-000269,1.0,0.9429825133324464,0.0
ACH-000269,0.25,0.9555960045129596,-1.3862943611198906
ACH-000269,0.015625,0.994443196225614,-4.1588830833596715
ACH-000269,0.00390625,0.997989202224829,-5.545177444479562
ACH-000932,1.0,0.6898037711545856,0.0
ACH-000932,0.25,0.7727658281693702,-1.3862943611198906
ACH-000932,0.0625,0.7961589216421189,-2.772588722239781
ACH-000932,0.015625,0.9189845843501184,-4.1588830833596715
ACH-000932,0.00390625,0.9383866935581616,-5.545177444479562
ACH-000963,1.0,1.0,0.0
ACH-000963,0.25,0.9268915194513294,-1.3862943611198906
ACH-000963,0.0625,1.0,-2.772588722239781
ACH-000535,1.0,0.2366796950475511,0.0
ACH-000535,0.25,0.3094916888502103,-1.3862943611198906
ACH-000535,0.0625,0.3614321848245139,-2.772588722239781
ACH-000535,0.015625,0.4915113147222238,-4.1588830833596715
ACH-000535,0.00390625,0.5733123014684948,-5.545177444479562
ACH-000755,1.0,1.0,0.0
ACH-000755,0.25,1.0,-1.3862943611198906
ACH-000755,0.0625,1.0,-2.772588722239781
ACH-000755,0.015625,1.0,-4.1588830833596715
ACH-000755,0.00390625,1.0,-5.545177444479562
ACH-000361,1.0,0.3720896144300594,0.0
ACH-000361,0.25,0.4036171437234113,-1.3862943611198906
ACH-000361,0.0625,0.5441636312227809,-2.772588722239781
ACH-000361,0.015625,0.6346686753531025,-4.1588830833596715
ACH-000361,0.00390625,0.6747508329640085,-5.545177444479562
ACH-001039,1.0,0.2238717274586754,0.0
ACH-001039,0.25,0.2665282286040379,-1.3862943611198906
ACH-001039,0.0625,0.3033791060399298,-2.772588722239781
ACH-001039,0.015625,0.3655176880125855,-4.1588830833596715
ACH-001039,0.00390625,0.4614730096365714,-5.545177444479562
ACH-001333,1.0,0.3156622205967763,0.0
ACH-001333,0.25,0.351240011375803,-1.3862943611198906
ACH-001333,0.0625,0.4721418259320981,-2.772588722239781
ACH-001333,0.015625,0.5198849160256791,-4.1588830833596715
ACH-001333,0.00390625,0.6147322150288547,-5.545177444479562
ACH-000999,1.0,0.6978680046142764,0.0
ACH-000999,0.25,0.7637279144349152,-1.3862943611198906
ACH-000999,0.0625,0.7986860091579432,-2.772588722239781
ACH-000999,0.015625,0.800347480989754,-4.1588830833596715
ACH-000999,0.00390625,0.8605052490938481,-5.545177444479562
ACH-000346,1.0,0.5554234362813681,0.0
ACH-000346,0.25,0.5535515619003126,-1.3862943611198906
ACH-000346,0.0625,0.5944152909725462,-2.772588722239781
ACH-000346,0.015625,0.6314518094224919,-4.1588830833596715
ACH-000346,0.00390625,0.6645304451349494,-5.545177444479562
ACH-002258,1.0,0.0466834291070671,0.0
ACH-002258,0.25,0.0497381073242798,-1.3862943611198906
ACH-002258,0.0625,0.0402940167572232,-2.772588722239781
ACH-002258,0.015625,0.0488192823336153,-4.1588830833596715
ACH-002258,0.00390625,0.0531284688084468,-5.545177444479562
ACH-000236,1.0,0.6493099770526675,0.0
ACH-000236,0.25,0.6880002500369891,-1.3862943611198906
ACH-000236,0.0625,0.7410205399216112,-2.772588722239781
ACH-000236,0.015625,0.7399040657436313,-4.1588830833596715
ACH-000236,0.00390625,0.8749279030951065,-5.545177444479562
ACH-000640,1.0,0.7248090293741495,0.0
ACH-000640,0.25,0.7129479947034494,-1.3862943611198906
ACH-000640,0.0625,0.7920474002089247,-2.772588722239781
ACH-000640,0.015625,0.8458742743245422,-4.1588830833596715
ACH-000640,0.00390625,0.7739224988624561,-5.545177444479562
ACH-000219,1.0,0.1254891963543211,0.0
ACH-000219,0.25,0.1339175959178581,-1.3862943611198906
ACH-000219,0.0625,0.1185792773792554,-2.772588722239781
ACH-000219,0.015625,0.1493798343096003,-4.1588830833596715
ACH-000219,0.00390625,0.1992492522230628,-5.545177444479562
ACH-000219,1.0,0.1069384319219601,0.0
ACH-000219,0.25,0.1183042790484879,-1.3862943611198906
ACH-000219,0.0625,0.117115449822777,-2.772588722239781
ACH-000219,0.015625,0.1465856200457813,-4.1588830833596715
ACH-000219,0.00390625,0.1891951076004845,-5.545177444479562
ACH-000219,1.0,0.1232212241883235,0.0
ACH-000219,0.25,0.1233635840291671,-1.3862943611198906
ACH-000219,0.0625,0.1235780482049833,-2.772588722239781
ACH-000219,0.015625,0.1347283365183266,-4.1588830833596715
ACH-000219,0.00390625,0.1810655402983501,-5.545177444479562
ACH-000580,1.0,0.079133244299077,0.0
ACH-000580,0.25,0.1029329188260413,-1.3862943611198906
ACH-000580,0.0625,0.1140425124765109,-2.772588722239781
ACH-000580,0.015625,0.115043145622858,-4.1588830833596715
ACH-000580,0.00390625,0.2314039519129491,-5.545177444479562
ACH-000580,1.0,0.0622260675352416,0.0
ACH-000580,0.25,0.0727113849808164,-1.3862943611198906
ACH-000580,0.0625,0.0756684159225521,-2.772588722239781
ACH-000580,0.015625,0.1129931937595814,-4.1588830833596715
ACH-000580,0.00390625,0.1668721069733323,-5.545177444479562
ACH-000580,1.0,0.0818909448076569,0.0
ACH-000580,0.25,0.0956461987972011,-1.3862943611198906
ACH-000580,0.0625,0.1087762139690387,-2.772588722239781
ACH-000580,0.015625,0.1183304831751495,-4.1588830833596715
ACH-000580,0.00390625,0.1976686386054504,-5.545177444479562
